"response","id","age","male","action","intention","contact"
1,"97;750",32,1,0,1,1
6,"97;750",32,1,1,0,0
7,"97;750",32,1,1,0,0
6,"97;750",32,1,1,0,0
4,"97;750",32,1,1,0,0
6,"97;750",32,1,1,0,0
7,"97;750",32,1,1,0,0
6,"97;750",32,1,1,0,0
6,"97;750",32,1,0,0,0
4,"97;750",32,1,0,0,0
6,"97;750",32,1,0,0,0
3,"97;750",32,1,0,0,0
2,"97;750",32,1,0,0,0
3,"97;750",32,1,1,1,0
2,"97;750",32,1,1,1,0
1,"97;750",32,1,1,1,0
4,"97;750",32,1,1,1,0
3,"97;750",32,1,1,1,0
4,"97;750",32,1,0,1,0
2,"97;750",32,1,0,1,0
5,"97;750",32,1,0,1,0
3,"97;750",32,1,0,1,0
4,"97;750",32,1,0,1,0
5,"97;750",32,1,0,1,0
7,"97;750",32,1,1,0,0
4,"97;751",42,1,0,0,1
1,"97;751",42,1,0,0,1
1,"97;751",42,1,0,0,1
1,"97;751",42,1,0,1,1
1,"97;751",42,1,0,1,1
1,"97;751",42,1,0,1,1
4,"97;751",42,1,1,0,0
2,"97;751",42,1,1,0,0
2,"97;751",42,1,1,0,0
2,"97;751",42,1,1,0,0
1,"97;751",42,1,1,0,0
2,"97;751",42,1,1,0,0
1,"97;751",42,1,1,0,0
4,"97;751",42,1,0,0,0
4,"97;751",42,1,0,0,0
4,"97;751",42,1,0,0,0
2,"97;751",42,1,0,0,0
2,"97;751",42,1,0,0,0
2,"97;751",42,1,1,1,0
1,"97;751",42,1,1,1,0
1,"97;751",42,1,1,1,0
1,"97;751",42,1,1,1,0
2,"97;751",42,1,1,1,0
2,"97;751",42,1,0,1,0
4,"97;751",42,1,0,1,0
2,"97;751",42,1,0,1,0
2,"97;751",42,1,0,1,0
4,"97;751",42,1,0,1,0
2,"97;751",42,1,0,1,0
1,"97;751",42,1,1,0,0
4,"97;757",55,1,0,0,1
4,"97;757",55,1,0,0,1
5,"97;757",55,1,0,0,1
3,"97;757",55,1,0,1,1
2,"97;757",55,1,0,1,1
3,"97;757",55,1,0,1,1
5,"97;757",55,1,1,0,0
4,"97;757",55,1,1,0,0
5,"97;757",55,1,1,0,0
4,"97;757",55,1,1,0,0
4,"97;757",55,1,1,0,0
5,"97;757",55,1,1,0,0
3,"97;757",55,1,1,0,0
3,"97;757",55,1,0,0,0
5,"97;757",55,1,0,0,0
4,"97;757",55,1,0,0,0
5,"97;757",55,1,0,0,0
5,"97;757",55,1,0,0,0
4,"97;757",55,1,1,1,0
3,"97;757",55,1,1,1,0
3,"97;757",55,1,1,1,0
4,"97;757",55,1,1,1,0
3,"97;757",55,1,1,1,0
4,"97;757",55,1,0,1,0
4,"97;757",55,1,0,1,0
5,"97;757",55,1,0,1,0
5,"97;757",55,1,0,1,0
5,"97;757",55,1,0,1,0
4,"97;757",55,1,0,1,0
4,"97;757",55,1,1,0,0
6,"97;758",37,1,0,0,1
5,"97;758",37,1,0,0,1
5,"97;758",37,1,0,0,1
2,"97;758",37,1,0,1,1
1,"97;758",37,1,0,1,1
2,"97;758",37,1,0,1,1
6,"97;758",37,1,1,0,0
4,"97;758",37,1,1,0,0
6,"97;758",37,1,1,0,0
6,"97;758",37,1,1,0,0
6,"97;758",37,1,1,0,0
4,"97;758",37,1,1,0,0
5,"97;758",37,1,1,0,0
6,"97;758",37,1,0,0,0
7,"97;758",37,1,0,0,0
5,"97;758",37,1,0,0,0
5,"97;758",37,1,0,0,0
6,"97;758",37,1,0,0,0
4,"97;758",37,1,1,1,0
2,"97;758",37,1,1,1,0
1,"97;758",37,1,1,1,0
7,"97;758",37,1,1,1,0
3,"97;758",37,1,1,1,0
6,"97;758",37,1,0,1,0
6,"97;758",37,1,0,1,0
6,"97;758",37,1,0,1,0
2,"97;758",37,1,0,1,0
6,"97;758",37,1,0,1,0
3,"97;758",37,1,0,1,0
4,"97;758",37,1,1,0,0
4,"97;765",30,0,0,0,1
4,"97;765",30,0,0,0,1
2,"97;765",30,0,0,0,1
2,"97;765",30,0,0,1,1
2,"97;765",30,0,0,1,1
1,"97;765",30,0,0,1,1
5,"97;765",30,0,1,0,0
2,"97;765",30,0,1,0,0
2,"97;765",30,0,1,0,0
4,"97;765",30,0,1,0,0
6,"97;765",30,0,1,0,0
2,"97;765",30,0,1,0,0
2,"97;765",30,0,1,0,0
2,"97;765",30,0,0,0,0
6,"97;765",30,0,0,0,0
4,"97;765",30,0,0,0,0
2,"97;765",30,0,0,0,0
2,"97;765",30,0,0,0,0
2,"97;765",30,0,1,1,0
2,"97;765",30,0,1,1,0
2,"97;765",30,0,1,1,0
4,"97;765",30,0,1,1,0
2,"97;765",30,0,1,1,0
2,"97;765",30,0,0,1,0
4,"97;765",30,0,0,1,0
4,"97;765",30,0,0,1,0
2,"97;765",30,0,0,1,0
2,"97;765",30,0,0,1,0
2,"97;765",30,0,0,1,0
2,"97;765",30,0,1,0,0
5,"97;767",24,0,0,0,1
4,"97;767",24,0,0,0,1
3,"97;767",24,0,0,0,1
1,"97;767",24,0,0,1,1
1,"97;767",24,0,0,1,1
1,"97;767",24,0,0,1,1
6,"97;767",24,0,1,0,0
2,"97;767",24,0,1,0,0
2,"97;767",24,0,1,0,0
4,"97;767",24,0,1,0,0
3,"97;767",24,0,1,0,0
3,"97;767",24,0,1,0,0
5,"97;767",24,0,1,0,0
3,"97;767",24,0,0,0,0
4,"97;767",24,0,0,0,0
4,"97;767",24,0,0,0,0
4,"97;767",24,0,0,0,0
4,"97;767",24,0,0,0,0
2,"97;767",24,0,1,1,0
2,"97;767",24,0,1,1,0
2,"97;767",24,0,1,1,0
4,"97;767",24,0,1,1,0
2,"97;767",24,0,1,1,0
4,"97;767",24,0,0,1,0
4,"97;767",24,0,0,1,0
6,"97;767",24,0,0,1,0
5,"97;767",24,0,0,1,0
4,"97;767",24,0,0,1,0
4,"97;767",24,0,0,1,0
3,"97;767",24,0,1,0,0
1,"97;773",39,1,0,0,1
1,"97;773",39,1,0,0,1
1,"97;773",39,1,0,0,1
1,"97;773",39,1,0,1,1
1,"97;773",39,1,0,1,1
1,"97;773",39,1,0,1,1
1,"97;773",39,1,1,0,0
1,"97;773",39,1,1,0,0
7,"97;773",39,1,1,0,0
7,"97;773",39,1,1,0,0
1,"97;773",39,1,1,0,0
7,"97;773",39,1,1,0,0
1,"97;773",39,1,1,0,0
1,"97;773",39,1,0,0,0
1,"97;773",39,1,0,0,0
7,"97;773",39,1,0,0,0
1,"97;773",39,1,0,0,0
1,"97;773",39,1,0,0,0
1,"97;773",39,1,1,1,0
7,"97;773",39,1,1,1,0
1,"97;773",39,1,1,1,0
1,"97;773",39,1,1,1,0
1,"97;773",39,1,1,1,0
1,"97;773",39,1,0,1,0
1,"97;773",39,1,0,1,0
1,"97;773",39,1,0,1,0
1,"97;773",39,1,0,1,0
1,"97;773",39,1,0,1,0
1,"97;773",39,1,0,1,0
1,"97;773",39,1,1,0,0
1,"97;777",68,1,0,0,1
1,"97;777",68,1,0,0,1
1,"97;777",68,1,0,0,1
1,"97;777",68,1,0,1,1
1,"97;777",68,1,0,1,1
1,"97;777",68,1,0,1,1
1,"97;777",68,1,1,0,0
1,"97;777",68,1,1,0,0
1,"97;777",68,1,1,0,0
1,"97;777",68,1,1,0,0
1,"97;777",68,1,1,0,0
1,"97;777",68,1,1,0,0
1,"97;777",68,1,1,0,0
1,"97;777",68,1,0,0,0
4,"97;777",68,1,0,0,0
7,"97;777",68,1,0,0,0
1,"97;777",68,1,0,0,0
1,"97;777",68,1,0,0,0
1,"97;777",68,1,1,1,0
1,"97;777",68,1,1,1,0
1,"97;777",68,1,1,1,0
1,"97;777",68,1,1,1,0
1,"97;777",68,1,1,1,0
4,"97;777",68,1,0,1,0
7,"97;777",68,1,0,1,0
4,"97;777",68,1,0,1,0
1,"97;777",68,1,0,1,0
1,"97;777",68,1,0,1,0
1,"97;777",68,1,0,1,0
1,"97;777",68,1,1,0,0
4,"97;778",61,0,0,0,1
4,"97;778",61,0,0,0,1
4,"97;778",61,0,0,0,1
2,"97;778",61,0,0,1,1
3,"97;778",61,0,0,1,1
2,"97;778",61,0,0,1,1
4,"97;778",61,0,1,0,0
4,"97;778",61,0,1,0,0
4,"97;778",61,0,1,0,0
6,"97;778",61,0,1,0,0
3,"97;778",61,0,1,0,0
1,"97;778",61,0,1,0,0
5,"97;778",61,0,1,0,0
4,"97;778",61,0,0,0,0
3,"97;778",61,0,0,0,0
4,"97;778",61,0,0,0,0
3,"97;778",61,0,0,0,0
3,"97;778",61,0,0,0,0
4,"97;778",61,0,1,1,0
4,"97;778",61,0,1,1,0
3,"97;778",61,0,1,1,0
3,"97;778",61,0,1,1,0
3,"97;778",61,0,1,1,0
3,"97;778",61,0,0,1,0
4,"97;778",61,0,0,1,0
2,"97;778",61,0,0,1,0
3,"97;778",61,0,0,1,0
3,"97;778",61,0,0,1,0
3,"97;778",61,0,0,1,0
5,"97;778",61,0,1,0,0
7,"97;780",32,1,0,0,1
7,"97;780",32,1,0,0,1
7,"97;780",32,1,0,0,1
7,"97;780",32,1,0,1,1
7,"97;780",32,1,0,1,1
7,"97;780",32,1,0,1,1
7,"97;780",32,1,1,0,0
7,"97;780",32,1,1,0,0
7,"97;780",32,1,1,0,0
7,"97;780",32,1,1,0,0
7,"97;780",32,1,1,0,0
7,"97;780",32,1,1,0,0
7,"97;780",32,1,1,0,0
7,"97;780",32,1,0,0,0
7,"97;780",32,1,0,0,0
7,"97;780",32,1,0,0,0
7,"97;780",32,1,0,0,0
7,"97;780",32,1,0,0,0
7,"97;780",32,1,1,1,0
7,"97;780",32,1,1,1,0
1,"97;780",32,1,1,1,0
7,"97;780",32,1,1,1,0
7,"97;780",32,1,1,1,0
7,"97;780",32,1,0,1,0
7,"97;780",32,1,0,1,0
7,"97;780",32,1,0,1,0
7,"97;780",32,1,0,1,0
7,"97;780",32,1,0,1,0
7,"97;780",32,1,0,1,0
7,"97;780",32,1,1,0,0
1,"97;783",37,1,0,0,1
1,"97;783",37,1,0,0,1
1,"97;783",37,1,0,0,1
1,"97;783",37,1,0,1,1
1,"97;783",37,1,0,1,1
1,"97;783",37,1,0,1,1
1,"97;783",37,1,1,0,0
1,"97;783",37,1,1,0,0
1,"97;783",37,1,1,0,0
1,"97;783",37,1,1,0,0
1,"97;783",37,1,1,0,0
1,"97;783",37,1,1,0,0
1,"97;783",37,1,1,0,0
1,"97;783",37,1,0,0,0
7,"97;783",37,1,0,0,0
7,"97;783",37,1,0,0,0
1,"97;783",37,1,0,0,0
7,"97;783",37,1,0,0,0
1,"97;783",37,1,1,1,0
1,"97;783",37,1,1,1,0
1,"97;783",37,1,1,1,0
1,"97;783",37,1,1,1,0
1,"97;783",37,1,1,1,0
1,"97;783",37,1,0,1,0
7,"97;783",37,1,0,1,0
7,"97;783",37,1,0,1,0
7,"97;783",37,1,0,1,0
7,"97;783",37,1,0,1,0
7,"97;783",37,1,0,1,0
1,"97;783",37,1,1,0,0
4,"97;784",23,0,0,0,1
5,"97;784",23,0,0,0,1
4,"97;784",23,0,0,0,1
4,"97;784",23,0,0,1,1
3,"97;784",23,0,0,1,1
3,"97;784",23,0,0,1,1
5,"97;784",23,0,1,0,0
3,"97;784",23,0,1,0,0
4,"97;784",23,0,1,0,0
5,"97;784",23,0,1,0,0
3,"97;784",23,0,1,0,0
3,"97;784",23,0,1,0,0
4,"97;784",23,0,1,0,0
5,"97;784",23,0,0,0,0
3,"97;784",23,0,0,0,0
5,"97;784",23,0,0,0,0
3,"97;784",23,0,0,0,0
4,"97;784",23,0,0,0,0
4,"97;784",23,0,1,1,0
4,"97;784",23,0,1,1,0
2,"97;784",23,0,1,1,0
4,"97;784",23,0,1,1,0
4,"97;784",23,0,1,1,0
4,"97;784",23,0,0,1,0
5,"97;784",23,0,0,1,0
6,"97;784",23,0,0,1,0
4,"97;784",23,0,0,1,0
6,"97;784",23,0,0,1,0
4,"97;784",23,0,0,1,0
4,"97;784",23,0,1,0,0
4,"97;785",48,1,0,0,1
1,"97;785",48,1,0,0,1
1,"97;785",48,1,0,0,1
1,"97;785",48,1,0,1,1
1,"97;785",48,1,0,1,1
1,"97;785",48,1,0,1,1
4,"97;785",48,1,1,0,0
1,"97;785",48,1,1,0,0
1,"97;785",48,1,1,0,0
1,"97;785",48,1,1,0,0
1,"97;785",48,1,1,0,0
1,"97;785",48,1,1,0,0
1,"97;785",48,1,1,0,0
4,"97;785",48,1,0,0,0
4,"97;785",48,1,0,0,0
4,"97;785",48,1,0,0,0
4,"97;785",48,1,0,0,0
1,"97;785",48,1,0,0,0
1,"97;785",48,1,1,1,0
1,"97;785",48,1,1,1,0
1,"97;785",48,1,1,1,0
1,"97;785",48,1,1,1,0
1,"97;785",48,1,1,1,0
4,"97;785",48,1,0,1,0
4,"97;785",48,1,0,1,0
1,"97;785",48,1,0,1,0
4,"97;785",48,1,0,1,0
4,"97;785",48,1,0,1,0
4,"97;785",48,1,0,1,0
1,"97;785",48,1,1,0,0
5,"97;790",18,1,0,0,1
5,"97;790",18,1,0,0,1
5,"97;790",18,1,0,0,1
3,"97;790",18,1,0,1,1
3,"97;790",18,1,0,1,1
3,"97;790",18,1,0,1,1
5,"97;790",18,1,1,0,0
5,"97;790",18,1,1,0,0
5,"97;790",18,1,1,0,0
5,"97;790",18,1,1,0,0
3,"97;790",18,1,1,0,0
5,"97;790",18,1,1,0,0
5,"97;790",18,1,1,0,0
6,"97;790",18,1,0,0,0
5,"97;790",18,1,0,0,0
6,"97;790",18,1,0,0,0
5,"97;790",18,1,0,0,0
2,"97;790",18,1,0,0,0
6,"97;790",18,1,1,1,0
5,"97;790",18,1,1,1,0
5,"97;790",18,1,1,1,0
6,"97;790",18,1,1,1,0
3,"97;790",18,1,1,1,0
3,"97;790",18,1,0,1,0
3,"97;790",18,1,0,1,0
4,"97;790",18,1,0,1,0
5,"97;790",18,1,0,1,0
5,"97;790",18,1,0,1,0
3,"97;790",18,1,0,1,0
5,"97;790",18,1,1,0,0
5,"97;791",47,0,0,0,1
6,"97;791",47,0,0,0,1
6,"97;791",47,0,0,0,1
5,"97;791",47,0,0,1,1
6,"97;791",47,0,0,1,1
5,"97;791",47,0,0,1,1
6,"97;791",47,0,1,0,0
6,"97;791",47,0,1,0,0
5,"97;791",47,0,1,0,0
6,"97;791",47,0,1,0,0
6,"97;791",47,0,1,0,0
6,"97;791",47,0,1,0,0
5,"97;791",47,0,1,0,0
6,"97;791",47,0,0,0,0
6,"97;791",47,0,0,0,0
6,"97;791",47,0,0,0,0
6,"97;791",47,0,0,0,0
5,"97;791",47,0,0,0,0
5,"97;791",47,0,1,1,0
6,"97;791",47,0,1,1,0
5,"97;791",47,0,1,1,0
5,"97;791",47,0,1,1,0
5,"97;791",47,0,1,1,0
3,"97;791",47,0,0,1,0
5,"97;791",47,0,0,1,0
6,"97;791",47,0,0,1,0
4,"97;791",47,0,0,1,0
6,"97;791",47,0,0,1,0
6,"97;791",47,0,0,1,0
5,"97;791",47,0,1,0,0
5,"97;799",23,0,0,0,1
5,"97;799",23,0,0,0,1
5,"97;799",23,0,0,0,1
3,"97;799",23,0,0,1,1
3,"97;799",23,0,0,1,1
2,"97;799",23,0,0,1,1
4,"97;799",23,0,1,0,0
5,"97;799",23,0,1,0,0
4,"97;799",23,0,1,0,0
6,"97;799",23,0,1,0,0
5,"97;799",23,0,1,0,0
5,"97;799",23,0,1,0,0
6,"97;799",23,0,1,0,0
6,"97;799",23,0,0,0,0
5,"97;799",23,0,0,0,0
6,"97;799",23,0,0,0,0
6,"97;799",23,0,0,0,0
5,"97;799",23,0,0,0,0
3,"97;799",23,0,1,1,0
3,"97;799",23,0,1,1,0
3,"97;799",23,0,1,1,0
4,"97;799",23,0,1,1,0
4,"97;799",23,0,1,1,0
5,"97;799",23,0,0,1,0
5,"97;799",23,0,0,1,0
5,"97;799",23,0,0,1,0
5,"97;799",23,0,0,1,0
5,"97;799",23,0,0,1,0
4,"97;799",23,0,0,1,0
6,"97;799",23,0,1,0,0
3,"97;818",57,1,0,0,1
5,"97;818",57,1,0,0,1
5,"97;818",57,1,0,0,1
2,"97;818",57,1,0,1,1
3,"97;818",57,1,0,1,1
3,"97;818",57,1,0,1,1
5,"97;818",57,1,1,0,0
5,"97;818",57,1,1,0,0
5,"97;818",57,1,1,0,0
5,"97;818",57,1,1,0,0
3,"97;818",57,1,1,0,0
5,"97;818",57,1,1,0,0
3,"97;818",57,1,1,0,0
3,"97;818",57,1,0,0,0
3,"97;818",57,1,0,0,0
3,"97;818",57,1,0,0,0
3,"97;818",57,1,0,0,0
3,"97;818",57,1,0,0,0
3,"97;818",57,1,1,1,0
3,"97;818",57,1,1,1,0
2,"97;818",57,1,1,1,0
5,"97;818",57,1,1,1,0
3,"97;818",57,1,1,1,0
5,"97;818",57,1,0,1,0
3,"97;818",57,1,0,1,0
3,"97;818",57,1,0,1,0
3,"97;818",57,1,0,1,0
5,"97;818",57,1,0,1,0
3,"97;818",57,1,0,1,0
5,"97;818",57,1,1,0,0
6,"97;819",59,1,0,0,1
6,"97;819",59,1,0,0,1
6,"97;819",59,1,0,0,1
1,"97;819",59,1,0,1,1
4,"97;819",59,1,0,1,1
2,"97;819",59,1,0,1,1
6,"97;819",59,1,1,0,0
5,"97;819",59,1,1,0,0
6,"97;819",59,1,1,0,0
6,"97;819",59,1,1,0,0
4,"97;819",59,1,1,0,0
6,"97;819",59,1,1,0,0
6,"97;819",59,1,1,0,0
6,"97;819",59,1,0,0,0
6,"97;819",59,1,0,0,0
6,"97;819",59,1,0,0,0
2,"97;819",59,1,0,0,0
6,"97;819",59,1,0,0,0
6,"97;819",59,1,1,1,0
6,"97;819",59,1,1,1,0
1,"97;819",59,1,1,1,0
4,"97;819",59,1,1,1,0
2,"97;819",59,1,1,1,0
6,"97;819",59,1,0,1,0
6,"97;819",59,1,0,1,0
6,"97;819",59,1,0,1,0
2,"97;819",59,1,0,1,0
4,"97;819",59,1,0,1,0
4,"97;819",59,1,0,1,0
6,"97;819",59,1,1,0,0
6,"97;828",26,1,0,0,1
6,"97;828",26,1,0,0,1
6,"97;828",26,1,0,0,1
6,"97;828",26,1,0,1,1
6,"97;828",26,1,0,1,1
6,"97;828",26,1,0,1,1
6,"97;828",26,1,1,0,0
6,"97;828",26,1,1,0,0
6,"97;828",26,1,1,0,0
6,"97;828",26,1,1,0,0
6,"97;828",26,1,1,0,0
6,"97;828",26,1,1,0,0
6,"97;828",26,1,1,0,0
6,"97;828",26,1,0,0,0
6,"97;828",26,1,0,0,0
6,"97;828",26,1,0,0,0
6,"97;828",26,1,0,0,0
7,"97;828",26,1,0,0,0
6,"97;828",26,1,1,1,0
6,"97;828",26,1,1,1,0
1,"97;828",26,1,1,1,0
6,"97;828",26,1,1,1,0
6,"97;828",26,1,1,1,0
6,"97;828",26,1,0,1,0
6,"97;828",26,1,0,1,0
1,"97;828",26,1,0,1,0
6,"97;828",26,1,0,1,0
6,"97;828",26,1,0,1,0
7,"97;828",26,1,0,1,0
6,"97;828",26,1,1,0,0
1,"97;829",37,0,0,0,1
2,"97;829",37,0,0,0,1
1,"97;829",37,0,0,0,1
1,"97;829",37,0,0,1,1
2,"97;829",37,0,0,1,1
1,"97;829",37,0,0,1,1
2,"97;829",37,0,1,0,0
2,"97;829",37,0,1,0,0
3,"97;829",37,0,1,0,0
3,"97;829",37,0,1,0,0
1,"97;829",37,0,1,0,0
2,"97;829",37,0,1,0,0
3,"97;829",37,0,1,0,0
2,"97;829",37,0,0,0,0
4,"97;829",37,0,0,0,0
3,"97;829",37,0,0,0,0
1,"97;829",37,0,0,0,0
2,"97;829",37,0,0,0,0
1,"97;829",37,0,1,1,0
2,"97;829",37,0,1,1,0
1,"97;829",37,0,1,1,0
1,"97;829",37,0,1,1,0
1,"97;829",37,0,1,1,0
2,"97;829",37,0,0,1,0
2,"97;829",37,0,0,1,0
2,"97;829",37,0,0,1,0
1,"97;829",37,0,0,1,0
4,"97;829",37,0,0,1,0
1,"97;829",37,0,0,1,0
2,"97;829",37,0,1,0,0
7,"97;835",31,1,0,0,1
7,"97;835",31,1,0,0,1
4,"97;835",31,1,0,0,1
3,"97;835",31,1,0,1,1
3,"97;835",31,1,0,1,1
3,"97;835",31,1,0,1,1
1,"97;835",31,1,1,0,0
3,"97;835",31,1,1,0,0
5,"97;835",31,1,1,0,0
7,"97;835",31,1,1,0,0
4,"97;835",31,1,1,0,0
4,"97;835",31,1,1,0,0
5,"97;835",31,1,1,0,0
7,"97;835",31,1,0,0,0
7,"97;835",31,1,0,0,0
7,"97;835",31,1,0,0,0
2,"97;835",31,1,0,0,0
7,"97;835",31,1,0,0,0
6,"97;835",31,1,1,1,0
7,"97;835",31,1,1,1,0
1,"97;835",31,1,1,1,0
4,"97;835",31,1,1,1,0
4,"97;835",31,1,1,1,0
4,"97;835",31,1,0,1,0
7,"97;835",31,1,0,1,0
6,"97;835",31,1,0,1,0
6,"97;835",31,1,0,1,0
7,"97;835",31,1,0,1,0
6,"97;835",31,1,0,1,0
6,"97;835",31,1,1,0,0
4,"97;836",68,1,0,0,1
7,"97;836",68,1,0,0,1
7,"97;836",68,1,0,0,1
7,"97;836",68,1,0,1,1
7,"97;836",68,1,0,1,1
7,"97;836",68,1,0,1,1
7,"97;836",68,1,1,0,0
7,"97;836",68,1,1,0,0
7,"97;836",68,1,1,0,0
7,"97;836",68,1,1,0,0
7,"97;836",68,1,1,0,0
7,"97;836",68,1,1,0,0
7,"97;836",68,1,1,0,0
7,"97;836",68,1,0,0,0
7,"97;836",68,1,0,0,0
7,"97;836",68,1,0,0,0
7,"97;836",68,1,0,0,0
7,"97;836",68,1,0,0,0
4,"97;836",68,1,1,1,0
7,"97;836",68,1,1,1,0
7,"97;836",68,1,1,1,0
7,"97;836",68,1,1,1,0
7,"97;836",68,1,1,1,0
7,"97;836",68,1,0,1,0
7,"97;836",68,1,0,1,0
7,"97;836",68,1,0,1,0
7,"97;836",68,1,0,1,0
7,"97;836",68,1,0,1,0
7,"97;836",68,1,0,1,0
7,"97;836",68,1,1,0,0
1,"97;843",52,0,0,0,1
2,"97;843",52,0,0,0,1
3,"97;843",52,0,0,0,1
1,"97;843",52,0,0,1,1
1,"97;843",52,0,0,1,1
1,"97;843",52,0,0,1,1
1,"97;843",52,0,1,0,0
3,"97;843",52,0,1,0,0
1,"97;843",52,0,1,0,0
5,"97;843",52,0,1,0,0
4,"97;843",52,0,1,0,0
3,"97;843",52,0,1,0,0
2,"97;843",52,0,1,0,0
3,"97;843",52,0,0,0,0
7,"97;843",52,0,0,0,0
4,"97;843",52,0,0,0,0
7,"97;843",52,0,0,0,0
4,"97;843",52,0,0,0,0
3,"97;843",52,0,1,1,0
3,"97;843",52,0,1,1,0
4,"97;843",52,0,1,1,0
2,"97;843",52,0,1,1,0
1,"97;843",52,0,1,1,0
4,"97;843",52,0,0,1,0
7,"97;843",52,0,0,1,0
4,"97;843",52,0,0,1,0
3,"97;843",52,0,0,1,0
7,"97;843",52,0,0,1,0
6,"97;843",52,0,0,1,0
4,"97;843",52,0,1,0,0
5,"97;844",18,0,0,0,1
4,"97;844",18,0,0,0,1
3,"97;844",18,0,0,0,1
2,"97;844",18,0,0,1,1
4,"97;844",18,0,0,1,1
4,"97;844",18,0,0,1,1
6,"97;844",18,0,1,0,0
5,"97;844",18,0,1,0,0
5,"97;844",18,0,1,0,0
5,"97;844",18,0,1,0,0
6,"97;844",18,0,1,0,0
5,"97;844",18,0,1,0,0
5,"97;844",18,0,1,0,0
5,"97;844",18,0,0,0,0
5,"97;844",18,0,0,0,0
5,"97;844",18,0,0,0,0
5,"97;844",18,0,0,0,0
5,"97;844",18,0,0,0,0
3,"97;844",18,0,1,1,0
5,"97;844",18,0,1,1,0
6,"97;844",18,0,1,1,0
5,"97;844",18,0,1,1,0
3,"97;844",18,0,1,1,0
5,"97;844",18,0,0,1,0
5,"97;844",18,0,0,1,0
6,"97;844",18,0,0,1,0
5,"97;844",18,0,0,1,0
5,"97;844",18,0,0,1,0
5,"97;844",18,0,0,1,0
4,"97;844",18,0,1,0,0
7,"97;846",19,1,0,0,1
5,"97;846",19,1,0,0,1
4,"97;846",19,1,0,0,1
2,"97;846",19,1,0,1,1
4,"97;846",19,1,0,1,1
3,"97;846",19,1,0,1,1
4,"97;846",19,1,1,0,0
3,"97;846",19,1,1,0,0
4,"97;846",19,1,1,0,0
6,"97;846",19,1,1,0,0
7,"97;846",19,1,1,0,0
1,"97;846",19,1,1,0,0
4,"97;846",19,1,1,0,0
7,"97;846",19,1,0,0,0
7,"97;846",19,1,0,0,0
4,"97;846",19,1,0,0,0
4,"97;846",19,1,0,0,0
5,"97;846",19,1,0,0,0
5,"97;846",19,1,1,1,0
4,"97;846",19,1,1,1,0
4,"97;846",19,1,1,1,0
4,"97;846",19,1,1,1,0
3,"97;846",19,1,1,1,0
5,"97;846",19,1,0,1,0
5,"97;846",19,1,0,1,0
4,"97;846",19,1,0,1,0
4,"97;846",19,1,0,1,0
7,"97;846",19,1,0,1,0
4,"97;846",19,1,0,1,0
5,"97;846",19,1,1,0,0
6,"97;852",39,0,0,0,1
4,"97;852",39,0,0,0,1
3,"97;852",39,0,0,0,1
1,"97;852",39,0,0,1,1
3,"97;852",39,0,0,1,1
2,"97;852",39,0,0,1,1
4,"97;852",39,0,1,0,0
3,"97;852",39,0,1,0,0
4,"97;852",39,0,1,0,0
4,"97;852",39,0,1,0,0
3,"97;852",39,0,1,0,0
3,"97;852",39,0,1,0,0
3,"97;852",39,0,1,0,0
5,"97;852",39,0,0,0,0
4,"97;852",39,0,0,0,0
3,"97;852",39,0,0,0,0
3,"97;852",39,0,0,0,0
5,"97;852",39,0,0,0,0
5,"97;852",39,0,1,1,0
3,"97;852",39,0,1,1,0
1,"97;852",39,0,1,1,0
4,"97;852",39,0,1,1,0
2,"97;852",39,0,1,1,0
4,"97;852",39,0,0,1,0
4,"97;852",39,0,0,1,0
4,"97;852",39,0,0,1,0
4,"97;852",39,0,0,1,0
4,"97;852",39,0,0,1,0
4,"97;852",39,0,0,1,0
4,"97;852",39,0,1,0,0
1,"97;853",45,0,0,0,1
4,"97;853",45,0,0,0,1
4,"97;853",45,0,0,0,1
1,"97;853",45,0,0,1,1
1,"97;853",45,0,0,1,1
3,"97;853",45,0,0,1,1
1,"97;853",45,0,1,0,0
6,"97;853",45,0,1,0,0
4,"97;853",45,0,1,0,0
6,"97;853",45,0,1,0,0
5,"97;853",45,0,1,0,0
2,"97;853",45,0,1,0,0
3,"97;853",45,0,1,0,0
4,"97;853",45,0,0,0,0
4,"97;853",45,0,0,0,0
4,"97;853",45,0,0,0,0
7,"97;853",45,0,0,0,0
3,"97;853",45,0,0,0,0
4,"97;853",45,0,1,1,0
1,"97;853",45,0,1,1,0
3,"97;853",45,0,1,1,0
3,"97;853",45,0,1,1,0
3,"97;853",45,0,1,1,0
2,"97;853",45,0,0,1,0
3,"97;853",45,0,0,1,0
4,"97;853",45,0,0,1,0
4,"97;853",45,0,0,1,0
4,"97;853",45,0,0,1,0
4,"97;853",45,0,0,1,0
3,"97;853",45,0,1,0,0
5,"97;856",44,1,0,0,1
4,"97;856",44,1,0,0,1
4,"97;856",44,1,0,0,1
1,"97;856",44,1,0,1,1
1,"97;856",44,1,0,1,1
1,"97;856",44,1,0,1,1
2,"97;856",44,1,1,0,0
2,"97;856",44,1,1,0,0
2,"97;856",44,1,1,0,0
7,"97;856",44,1,1,0,0
2,"97;856",44,1,1,0,0
3,"97;856",44,1,1,0,0
6,"97;856",44,1,1,0,0
4,"97;856",44,1,0,0,0
1,"97;856",44,1,0,0,0
4,"97;856",44,1,0,0,0
2,"97;856",44,1,0,0,0
